nohup: ignoring input
 Simulation of CS_0.001_fixed3, simulation tag : 19
 Note that the tag serves also as a seed
Start of the run number of samples : 300

 Advancement : 0.3 % done in 1.13s.
 Advancement : 23.3 % done in 115.78s.
 Advancement : 23.7 % done in 123.04s.
 Advancement : 24.0 % done in 124.63s.
 Advancement : 24.3 % done in 125.76s.
 Advancement : 24.7 % done in 127.00s.
 Advancement : 25.0 % done in 127.48s.
 Advancement : 25.3 % done in 129.00s.
 Advancement : 25.7 % done in 133.82s.
 Advancement : 26.0 % done in 134.50s.
 Advancement : 26.3 % done in 138.15s.
 Advancement : 26.7 % done in 139.87s.
 Advancement : 27.0 % done in 142.08s.
 Advancement : 27.3 % done in 142.62s.
 Advancement : 27.7 % done in 142.89s.
 Advancement : 28.0 % done in 144.32s.
 Advancement : 28.3 % done in 146.34s.
 Advancement : 28.7 % done in 147.96s.
 Advancement : 29.0 % done in 148.53s.
 Advancement : 29.3 % done in 149.71s.
 Advancement : 29.7 % done in 152.31s.
 Advancement : 30.0 % done in 152.80s.
 Advancement : 30.3 % done in 153.68s.
 Advancement : 30.7 % done in 155.13s.
 Advancement : 31.0 % done in 158.64s.
 Advancement : 31.3 % done in 159.40s.
 Advancement : 31.7 % done in 160.08s.
 Advancement : 32.0 % done in 162.09s.
 Advancement : 32.3 % done in 162.83s.
 Advancement : 32.7 % done in 164.77s.
 Advancement : 33.0 % done in 166.23s.
 Advancement : 33.3 % done in 169.40s.
 Advancement : 33.7 % done in 170.18s.
 Advancement : 34.0 % done in 171.28s.
 Advancement : 34.3 % done in 171.90s.
 Advancement : 34.7 % done in 174.76s.
 Advancement : 35.0 % done in 176.62s.
 Advancement : 35.3 % done in 177.63s.
 Advancement : 35.7 % done in 178.44s.
 Advancement : 36.0 % done in 180.44s.
 Advancement : 36.3 % done in 181.37s.
 Advancement : 36.7 % done in 183.60s.
 Advancement : 37.0 % done in 184.32s.
 Advancement : 37.3 % done in 187.58s.
 Advancement : 37.7 % done in 191.29s.
 Advancement : 38.0 % done in 193.04s.
 Advancement : 38.3 % done in 195.79s.
 Advancement : 38.7 % done in 196.24s.
 Advancement : 39.0 % done in 197.28s.
 Advancement : 39.3 % done in 199.54s.
 Advancement : 39.7 % done in 201.26s.
 Advancement : 40.0 % done in 201.70s.
 Advancement : 40.3 % done in 203.52s.
 Advancement : 40.7 % done in 204.27s.
 Advancement : 41.0 % done in 204.77s.
 Advancement : 41.3 % done in 205.69s.
 Advancement : 41.7 % done in 206.01s.
 Advancement : 42.0 % done in 206.44s.
 Advancement : 42.3 % done in 208.60s.
 Advancement : 42.7 % done in 213.77s.
 Advancement : 43.0 % done in 214.11s.
 Advancement : 43.3 % done in 215.04s.
 Advancement : 43.7 % done in 215.54s.
 Advancement : 44.0 % done in 220.98s.
 Advancement : 44.3 % done in 222.45s.
 Advancement : 44.7 % done in 224.90s.
 Advancement : 45.0 % done in 226.36s.
 Advancement : 45.3 % done in 227.10s.
 Advancement : 45.7 % done in 229.62s.
 Advancement : 46.0 % done in 233.58s.
 Advancement : 46.3 % done in 234.54s.
 Advancement : 46.7 % done in 237.22s.
 Advancement : 47.0 % done in 237.92s.
 Advancement : 47.3 % done in 239.65s.
 Advancement : 47.7 % done in 239.89s.
 Advancement : 48.0 % done in 240.71s.
 Advancement : 48.3 % done in 241.69s.
 Advancement : 48.7 % done in 244.64s.
 Advancement : 49.0 % done in 249.02s.
 Advancement : 49.3 % done in 254.02s.
 Advancement : 49.7 % done in 254.84s.
 Advancement : 50.0 % done in 255.39s.
 Advancement : 50.3 % done in 255.91s.
 Advancement : 50.7 % done in 257.59s.
 Advancement : 51.0 % done in 258.34s.
 Advancement : 51.3 % done in 260.56s.
 Advancement : 51.7 % done in 261.16s.
 Advancement : 52.0 % done in 263.64s.
 Advancement : 52.3 % done in 266.51s.
 Advancement : 52.7 % done in 267.95s.
 Advancement : 53.0 % done in 269.07s.
 Advancement : 53.3 % done in 269.60s.
 Advancement : 53.7 % done in 269.81s.
 Advancement : 54.0 % done in 271.30s.
 Advancement : 54.3 % done in 272.88s.
 Advancement : 54.7 % done in 278.90s.
 Advancement : 55.0 % done in 279.36s.
 Advancement : 55.3 % done in 280.52s.
 Advancement : 55.7 % done in 281.20s.
 Advancement : 56.0 % done in 284.45s.
 Advancement : 56.3 % done in 286.92s.
 Advancement : 56.7 % done in 288.10s.
 Advancement : 57.0 % done in 288.62s.
 Advancement : 57.3 % done in 290.15s.
 Advancement : 57.7 % done in 290.59s.
 Advancement : 58.0 % done in 291.60s.
 Advancement : 58.3 % done in 293.35s.
 Advancement : 58.7 % done in 293.93s.
 Advancement : 59.0 % done in 296.60s.
 Advancement : 59.3 % done in 298.94s.
 Advancement : 59.7 % done in 301.98s.
 Advancement : 60.0 % done in 303.34s.
 Advancement : 60.3 % done in 309.63s.
 Advancement : 60.7 % done in 310.84s.
 Advancement : 61.0 % done in 312.30s.
 Advancement : 61.3 % done in 313.63s.
 Advancement : 61.7 % done in 315.49s.
 Advancement : 62.0 % done in 315.81s.
 Advancement : 62.3 % done in 317.88s.
 Advancement : 62.7 % done in 320.84s.
 Advancement : 63.0 % done in 323.87s.
 Advancement : 63.3 % done in 324.30s.
 Advancement : 63.7 % done in 325.01s.
 Advancement : 64.0 % done in 326.45s.
 Advancement : 64.3 % done in 328.79s.
 Advancement : 64.7 % done in 330.62s.
 Advancement : 65.0 % done in 331.16s.
 Advancement : 65.3 % done in 332.97s.
 Advancement : 65.7 % done in 335.77s.
 Advancement : 66.0 % done in 336.95s.
 Advancement : 66.3 % done in 338.39s.
 Advancement : 66.7 % done in 340.15s.
 Advancement : 67.0 % done in 343.03s.
 Advancement : 67.3 % done in 346.30s.
 Advancement : 67.7 % done in 348.54s.
 Advancement : 68.0 % done in 350.44s.
 Advancement : 68.3 % done in 351.01s.
 Advancement : 68.7 % done in 354.02s.
 Advancement : 69.0 % done in 355.61s.
 Advancement : 69.3 % done in 356.33s.
 Advancement : 69.7 % done in 356.98s.
 Advancement : 70.0 % done in 359.77s.
 Advancement : 70.3 % done in 361.47s.
 Advancement : 70.7 % done in 362.25s.
 Advancement : 71.0 % done in 367.57s.
 Advancement : 71.3 % done in 370.48s.
 Advancement : 71.7 % done in 372.08s.
 Advancement : 72.0 % done in 373.17s.
 Advancement : 72.3 % done in 373.61s.
 Advancement : 72.7 % done in 376.50s.
 Advancement : 73.0 % done in 379.39s.
 Advancement : 73.3 % done in 384.92s.
 Advancement : 73.7 % done in 386.83s.
 Advancement : 74.0 % done in 387.47s.
 Advancement : 74.3 % done in 391.64s.
 Advancement : 74.7 % done in 392.41s.
 Advancement : 75.0 % done in 393.04s.
 Advancement : 75.3 % done in 394.47s.
 Advancement : 75.7 % done in 396.52s.
 Advancement : 76.0 % done in 396.87s.
 Advancement : 76.3 % done in 398.91s.
 Advancement : 76.7 % done in 403.85s.
 Advancement : 77.0 % done in 405.24s.
 Advancement : 77.3 % done in 406.95s.
 Advancement : 77.7 % done in 410.03s.
 Advancement : 78.0 % done in 413.17s.
 Advancement : 78.3 % done in 413.40s.
 Advancement : 78.7 % done in 419.65s.
 Advancement : 79.0 % done in 422.95s.
 Advancement : 79.3 % done in 424.34s.
 Advancement : 79.7 % done in 425.55s.
 Advancement : 80.0 % done in 428.03s.
 Advancement : 80.3 % done in 431.35s.
 Advancement : 80.7 % done in 432.30s.
 Advancement : 81.0 % done in 432.98s.
 Advancement : 81.3 % done in 434.97s.
 Advancement : 81.7 % done in 436.41s.
 Advancement : 82.0 % done in 438.82s.
 Advancement : 82.3 % done in 441.00s.
 Advancement : 82.7 % done in 441.32s.
 Advancement : 83.0 % done in 448.60s.
 Advancement : 83.3 % done in 453.01s.
 Advancement : 83.7 % done in 456.82s.
 Advancement : 84.0 % done in 457.48s.
 Advancement : 84.3 % done in 459.37s.
 Advancement : 84.7 % done in 461.45s.
 Advancement : 85.0 % done in 464.12s.
 Advancement : 85.3 % done in 468.19s.
 Advancement : 85.7 % done in 469.13s.
 Advancement : 86.0 % done in 471.34s.
 Advancement : 86.3 % done in 473.32s.
 Advancement : 86.7 % done in 477.12s.
 Advancement : 87.0 % done in 478.04s.
 Advancement : 87.3 % done in 479.00s.
 Advancement : 87.7 % done in 480.25s.
 Advancement : 88.0 % done in 480.51s.
 Advancement : 88.3 % done in 482.28s.
 Advancement : 88.7 % done in 484.42s.
 Advancement : 89.0 % done in 484.85s.
 Advancement : 89.3 % done in 488.01s.
 Advancement : 89.7 % done in 489.89s.
 Advancement : 90.0 % done in 490.99s.
 Advancement : 90.3 % done in 491.34s.
 Advancement : 90.7 % done in 493.56s.
 Advancement : 91.0 % done in 496.39s.
 Advancement : 91.3 % done in 498.61s.
 Advancement : 91.7 % done in 500.18s.
 Advancement : 92.0 % done in 502.13s.
 Advancement : 92.3 % done in 504.23s.
 Advancement : 92.7 % done in 505.15s.
 Advancement : 93.0 % done in 505.74s.
 Advancement : 93.3 % done in 510.88s.
 Advancement : 93.7 % done in 512.52s.
 Advancement : 94.0 % done in 514.38s.
 Advancement : 94.3 % done in 515.57s.
 Advancement : 94.7 % done in 516.77s.
 Advancement : 95.0 % done in 518.98s.
 Advancement : 95.3 % done in 520.39s.
 Advancement : 95.7 % done in 521.68s.
 Advancement : 96.0 % done in 522.92s.
 Advancement : 96.3 % done in 523.59s.
 Advancement : 96.7 % done in 525.76s.
 Advancement : 97.0 % done in 530.87s.
 Advancement : 97.3 % done in 531.24s.
 Advancement : 97.7 % done in 533.17s.
 Advancement : 98.0 % done in 534.26s.
 Advancement : 98.3 % done in 538.61s.
 Advancement : 98.7 % done in 540.16s.
 Advancement : 99.0 % done in 541.69s.
 Advancement : 99.3 % done in 543.15s.
 Advancement : 99.7 % done in 545.33s.
 Advancement : 100.0 % done in 546.99s.End
Saving samples
in 558.62s.End
Saving samples
