nohup: ignoring input
 Simulation of RV_0.001_smallD, simulation tag : 4
 Advancement : 44.6 % done in 1068.19s.
 Advancement : 44.7 % done in 1068.69s.
 Advancement : 44.7 % done in 1069.44s.
 Advancement : 44.7 % done in 1069.78s.
 Advancement : 44.7 % done in 1070.42s.
 Advancement : 44.7 % done in 1070.61s.
 Advancement : 44.8 % done in 1071.29s.
 Advancement : 44.8 % done in 1071.38s.
 Advancement : 44.8 % done in 1071.50s.
 Advancement : 44.8 % done in 1071.67s.
 Advancement : 44.8 % done in 1071.87s.
 Advancement : 44.9 % done in 1072.85s.
 Advancement : 44.9 % done in 1073.35s.
 Advancement : 44.9 % done in 1073.54s.
 Advancement : 44.9 % done in 1073.67s.
 Advancement : 44.9 % done in 1074.12s.
 Advancement : 45.0 % done in 1074.85s.
 Advancement : 45.0 % done in 1075.82s.
 Advancement : 45.0 % done in 1076.27s.
 Advancement : 45.0 % done in 1076.54s.
 Advancement : 45.0 % done in 1078.44s.
 Advancement : 45.1 % done in 1079.46s.
 Advancement : 45.1 % done in 1080.11s.
 Advancement : 45.1 % done in 1080.32s.
 Advancement : 45.1 % done in 1080.95s.
 Advancement : 45.1 % done in 1081.22s.
 Advancement : 45.2 % done in 1081.45s.
 Advancement : 45.2 % done in 1081.59s.
 Advancement : 45.2 % done in 1081.77s.
 Advancement : 45.2 % done in 1081.99s.
 Advancement : 45.2 % done in 1082.84s.
 Advancement : 45.3 % done in 1083.08s.
 Advancement : 45.3 % done in 1083.34s.
 Advancement : 45.3 % done in 1084.12s.
 Advancement : 45.3 % done in 1085.26s.
 Advancement : 45.3 % done in 1085.35s.
 Advancement : 45.4 % done in 1085.51s.
 Advancement : 45.4 % done in 1086.29s.
 Advancement : 45.4 % done in 1087.21s.
 Advancement : 45.4 % done in 1087.40s.
 Advancement : 45.4 % done in 1088.40s.
 Advancement : 45.5 % done in 1091.06s.
 Advancement : 45.5 % done in 1091.83s.
 Advancement : 45.5 % done in 1093.36s.
 Advancement : 45.5 % done in 1093.99s.
 Advancement : 45.5 % done in 1094.12s.
 Advancement : 45.6 % done in 1095.49s.
 Advancement : 45.6 % done in 1096.05s.
 Advancement : 45.6 % done in 1096.18s.
 Advancement : 45.6 % done in 1096.26s.
 Advancement : 45.6 % done in 1097.03s.
 Advancement : 45.7 % done in 1097.52s.
 Advancement : 45.7 % done in 1097.66s.
 Advancement : 45.7 % done in 1098.56s.
 Advancement : 45.7 % done in 1099.43s.
 Advancement : 45.7 % done in 1100.64s.
 Advancement : 45.8 % done in 1100.82s.
 Advancement : 45.8 % done in 1100.89s.
 Advancement : 45.8 % done in 1102.11s.
 Advancement : 45.8 % done in 1102.98s.
 Advancement : 45.8 % done in 1103.76s.
 Advancement : 45.9 % done in 1104.30s.
 Advancement : 45.9 % done in 1105.29s.
 Advadone in 1144.07s.Advancement : 45.9 Advancement : 45.9 % done in 1105.75s.
 Advancement : 45.9 % done in 1106.59s.
 Advancement : 46.0 % done in 1106.97s.
 Advancement : 46.0 % done in 1107.03s.
 Advancement : 46.0 % done in 1108.28s.
 Advancement : 46.0 % done in 1108.48s.
 Advancement : 46.0 % done in 1108.74s.
 Advancement : 46.1 % done in 1108.83s.
 Advancement : 46.1 % done in 1109.13s.
 Advancement : 46.1 % done in 1110.08s.
 Advancement : 46.1 % done in 1111.10s.
 Advancement : 46.1 % done in 1111.27s.
 Advancement : 46.2 % done in 1111.86s.
 Advancement : 46.2 % done in 1112.57s.
 Advancement : 46.2 % done in 1113.24s.
 Advancement : 46.2 % done in 1113.38s.
 Advancement : 46.2 % done in 1113.76s.
 Advancement : 46.3 % done in 1115.12s.
 Advancement : 46.3 % done in 1115.61s.
 Advancement : 46.3 % done in 1115.97s.
 Advancement : 46.3 % done in 1116.74s.
 Advancement : 46.3 % done in 1116.87s.
 Advancement : 46.4 % done in 1116.92s.
 Advancement : 46.4 % done in 1117.12s.
 Advancement : 46.4 % done in 1117.29s.
 Advancement : 46.4 % done in 1117.82s.
 Advancement : 46.4 % done in 1118.12s.
 Advancement : 46.5 % done in 1118.44s.
 Advancement : 46.5 % done in 1119.58s.
 Advancement : 46.5 % done in 1120.22s.
 Advancement : 46.5 % done in 1120.32s.
 Advancement : 46.5 % done in 1121.00s.
 Advancement : 46.6 % done in 1121.71s.
 Advancement : 46.6 % done in 1122.04s.
 Advancement : 46.6 % done in 1122.33s.
 Advancement : 46.6 % done in 1122.63s.
 Advancement : 46.6 % done in 1122.92s.
 Advancement : 46.7 % done in 1123.38s.
 Advancement : 46.7 % done in 1123.73s.
 Advancement : 46.7 % done in 1124.32s.
 Advancement : 46.7 % done in 1124.51s.
 Advancement : 46.7 % done in 1124.84s.
 Advancement : 46.8 % done in 1125.07s.
 Advancement : 46.8 % done in 1125.24s.
 Advancement : 46.8 % done in 1125.56s.
 Advancement : 46.8 % done in 1125.65s.
 Advancement : 46.8 % done in 1126.20s.
 Advancement : 46.9 % done in 1127.18s.
 Advancement : 46.9 % done in 1127.43s.
 Advancement : 46.9 % done in 1127.66s.
 Advancement : 46.9 % done in 1128.29s.
 Advancement : 46.9 % done in 1129.01s.
 Advancement : 47.0 % done in 1129.85s.
 Advancement : 47.0 % done in 1130.16s.
 Advancement : 47.0 % done in 1130.38s.
 Advancement : 47.0 % done in 1131.35s.
 Advancement : 47.0 % done in 1132.12s.
 Advancement : 47.1 % done in 1132.43s.
 Advancement : 47.1 % done in 1132.68s.
 Advancement : 47.1 % done in 1133.20s.
 Advancement : 47.1 % done in 1133.36s.
 Advancement : 47.1 % done in 1133.47s.
 Advancement : 47.2 % done in 1133.85s.
 Advancement : 47.2 % done in 1133.95s.
 Advancement : 47.2 % done in 1134.83s.
 Advancement : 47.2 % done in 1135.40s.
 Advancement : 47.2 % done in 1135.71s.
 Advancement : 47.3 % done in 1135.91s.
 Advancement : 47.3 % done in 1136.16s.
 Advancement : 47.3 % done in 1137.00s.
 Advancement : 47.3 % done in 1137.46s.
 Advancement : 47.3 % done in 1137.78s.
 Advancement : 47.4 % done in 1138.16s.
 Advancement : 47.4 % done in 1138.31s.
 Advancement : 47.4 % done in 1138.46s.
 Advancement : 47.4 % done in 1138.72s.
 Advancement : 47.4 % done in 1138.94s.
 Advancement : 47.5 % done in 1139.70s.
 Advancement : 47.5 % done in 1140.11s.
 Advancement : 47.5 % done in 1140.45s.
 Advancement : 47.5 % done in 1140.75s.
 Advancement : 47.5 % done in 1142.45s.
 Advancement : 47.6 % done in 1142.83s.
 Advancement : 47.6 % done in 1144.76s.
 Advancement : 47.6 % done in 1144.97s.
 Advancement : 47.6 % done in 1145.98s.
 Advancement : 47.6 % done in 1146.25s.
 Advancement : 47.7 % done in 1146.65s.
 Advancement : 47.7 % done in 1147.56s.
 Advancement : 47.7 % done in 1147.83s.
 Advancement : 47.7 % done in 1148.08s.
 Advancement : 47.7 % done in 1149.24s.
 Advancement : 47.8 % done in 1150.12s.
 Advancement : 47.8 % done in 1151.43s.
 Advancement : 47.8 % done in 1152.97s.
 Advancement : 47.8 % done in 1153.26s.
 Advancement : 47.8 % done in 1153.61s.
 Advancement : 47.9 % done in 1154.63s.
 Advancement : 47.9 % done in 1155.79s.
 Advancement : 47.9 % done in 1156.32s.
 Advancement : 47.9 % done in 1156.82s.
 Advancement : 47.9 % done in 1156.94s.
 Advancement : 48.0 % done in 1157.28s.
 Advancement : 48.0 % done in 1157.49s.
 Advancement : 48.0 % done in 1157.84s.
 Advancement : 48.0 % done in 1159.98s.
 Advancement : 48.0 % done in 1160.35s.
 Advancement : 48.1 % done in 1160.94s.
 Advancement : 48.1 % done in 1161.62s.
 Advancement : 48.1 % done in 1162.18s.
 Advancement : 48.1 % done in 1162.53s.
 Advancement : 48.1 % done in 1162.84s.
 Advancement : 48.2 % done in 1163.94s.
 Advancement : 48.2 % done in 1164.78s.
 Advancement : 48.2 % done in 1165.00s.
 Advancement : 48.2 % done in 1165.13s.
 Advancement : 48.2 % done in 1165.37s.
 Advancement : 48.3 % done in 1165.50s.
 Advancement : 48.3 % done in 1166.27s.
 Advancement : 48.3 % done in 1166.62s.
 Advancement : 48.3 % done in 1166.91s.
 Advancement : 48.3 % done in 1167.43s.
 Advancement : 48.4 % done in 1167.75s.
 Advancement : 48.4 % done in 1168.36s.
 Advancement : 48.4 % done in 1168.98s.
 Advancement : 48.4 % done in 1169.05s.
 Advancement : 48.4 % done in 1169.20s.
 Advancement : 48.5 % done in 1170.26s.
 Advancement : 48.5 % done in 1170.48s.
 Advancement : 48.5 % done in 1170.86s.
 Advancement : 48.5 % done in 1171.16s.
 Advancement : 48.5 % done in 1171.41s.
 Advancement : 48.6 % done in 1171.79s.
 Advancement : 48.6 % done in 1172.00s.
 Advancement : 48.6 % done in 1172.48s.
 Advancement : 48.6 % done in 1173.09s.
 Advancement : 48.6 % done in 1173.98s.
 Advancement : 48.7 % done in 1174.72s.
 Advancement : 48.7 % done in 1174.86s.
 Advancement : 48.7 % done in 1175.20s.
 Advancement : 48.7 % done in 1176.18s.
 Advancement : 48.7 % done in 1176.79s.
 Advancement : 48.8 % done in 1177.17s.
 Advancement : 48.8 % done in 1178.15s.
 Advancement : 48.8 % done in 1178.35s.
 Advancement : 48.8 % done in 1179.81s.
 Advancement : 48.8 % done in 1179.92s.
 Advancement : 48.9 % done in 1180.23s.
 Advancement : 48.9 % done in 1180.58s.
 Advancement : 48.9 % done in 1180.67s.
 Advancement : 48.9 % done in 1180.83s.
 Advancement : 48.9 % done in 1181.11s.
 Advancement : 49.0 % done in 1181.34s.
 Advancement : 49.0 % done in 1181.70s.
 Advancement : 49.0 % done in 1182.26s.
 Advancement : 49.0 % done in 1182.55s.
 Advancement : 49.0 % done in 1182.84s.
 Advancement : 49.1 % done in 1183.02s.
 Advancement : 49.1 % done in 1183.29s.
 Advancement : 49.1 % done in 1183.43s.
 Advancement : 49.1 % done in 1183.83s.
 Advancement : 49.1 % done in 1184.24s.
 Advancement : 49.2 % done in 1184.37s.
 Advancement : 49.2 % done in 1184.89s.
 Advancement : 49.2 % done in 1185.34s.
 Advancement : 49.2 % done in 1185.74s.
 Advancement : 49.2 % done in 1185.92s.
 Advancement : 49.3 % done in 1187.36s.
 Advancement : 49.3 % done in 1187.98s.
 Advancement : 49.3 % done in 1188.12s.
 Advancement : 49.3 % done in 1188.57s.
 Advancement : 49.3 % done in 1188.65s.
 Advancement : 49.4 % done in 1189.16s.
 Advancement : 49.4 % done in 1189.28s.
 Advancement : 49.4 % done in 1189.93s.
 Advancement : 49.4 % done in 1190.38s.
 Advancement : 49.4 % done in 1190.58s.
 Advancement : 49.5 % done in 1190.89s.
 Advancement : 49.5 % done in 1191.06s.
 Advancement : 49.5 % done in 1191.21s.
 Advancement : 49.5 % done in 1191.99s.
 Advancement : 49.5 % done in 1192.12s.
 Advancement : 49.6 % done in 1192.45s.
 Advancement : 49.6 % done in 1193.25s.
 Advancement : 49.6 % done in 1193.64s.
 Advancement : 49.6 % done in 1193.77s.
 Advancement : 49.6 % done in 1193.83s.
 Advancement : 49.7 % done in 1194.61s.
 Advancement : 49.7 % done in 1195.65s.
 Advancement : 49.7 % done in 1195.84s.
 Advancement : 49.7 % done in 1196.23s.
 Advancement : 49.7 % done in 1197.37s.
 Advancement : 49.8 % done in 1197.59s.
 Advancement : 49.8 % done in 1198.12s.
 Advancement : 49.8 % done in 1198.20s.
 Advancement : 49.8 % done in 1199.18s.
 Advancement : 49.8 % done in 1199.37s.
 Advancement : 49.9 % done in 1199.73s.
 Advancement : 49.9 % done in 1200.14s.
 Advancement : 49.9 % done in 1200.86s.
 Advancement : 49.9 % done in 1201.20s.
 Advancement : 49.9 % done in 1201.31s.
 Advancement : 50.0 % done in 1201.49s.
 Advancement : 50.0 % doAdvancement : 50.0 done in 1215.52s.
 Advancement : 50.0 % done in 1215.59s.
 Advancement : 50.0 % done in 1215.92s.
 Advancement : 50.0 % done in 1215.96s.
 Advancement : 50.0 % done in 1216.66s.
 Advancement : 50.0 % done in 1217.69s.
 Advancement : 50.1 % done in 1217.96s.
 Advancement : 50.1 % done in 1218.23s.
 Advancement : 50.1 % done in 1219.50s.
 Advancement : 50.1 % done in 1219.76s.
 Advancement : 50.1 % done in 1219.86s.
 Advancement : 50.2 % done in 1220.26s.
 Advancement : 50.2 % done in 1220.50s.
 Advancement : 50.2 % done in 1220.88s.
 Advancement : 50.2 % done in 1221.29s.
 Advancement : 50.2 % done in 1221.61s.
 Advancement : 50.3 % done in 1222.32s.
 Advancement : 50.3 % done in 1222.59s.
 Advancement : 50.3 % done in 1223.30s.
 Advancement : 50.3 % done in 1223.58s.
 Advancement : 50.3 % done in 1224.76s.
 Advancement : 50.4 % done in 1225.08s.
 Advancement : 50.4 % done in 1225.71s.
 Advancement : 50.4 % done in 1226.30s.
 Advancement : 50.4 % done in 1226.54s.
 Advancement : 50.4 % done in 1227.47s.
 Advancement : 50.5 % done in 1228.17s.
 Advancement : 50.5 % done in 1228.26s.
 Advancement : 50.5 % done in 1229.29s.
 Advancement : 50.5 % done in 1229.73s.
 Advancement : 50.5 % done in 1229.96s.
 Advancement : 50.6 % done in 1230.55s.
 Advancement : 50.6 % done in 1230.96s.
 Advancement : 50.6 % done in 1231.31s.
 Advancement : 50.6 % done in 1231.46s.
 Advancement : 50.6 % done in 1232.41s.
 Advancement : 50.7 % done in 1232.96s.
 Advancement : 50.7 % done in 1233.03s.
 Advancement : 50.7 % done in 1233.36s.
 Advancement : 50.7 % done in 1234.14s.
 Advancement : 50.7 % done in 1234.74s.
 Advancement : 50.8 % done in 1235.40s.
 Advancement : 50.8 % done in 1235.84s.
 Advancement : 50.8 % done in 1236.12s.
 Advancement : 50.8 % done in 1237.02s.
 Advancement : 50.8 % done in 1237.09s.
 Advancement : 50.9 % done in 1237.56s.
 Advancement : 50.9 % done in 1237.91s.
 Advancement : 50.9 % done in 1238.10s.
 Advancement : 50.9 % done in 1238.49s.
 Advancement : 50.9 % done in 1238.76s.
 Advancement : 51.0 % done in 1239.22s.
 Advancement : 51.0 % done in 1239.90s.
 Advancement : 51.0 % done in 1240.63s.
 Advancement : 51.0 % done in 1240.81s.
 Advancement : 51.0 % done in 1241.36s.
 Advancement : 51.1 % done in 1241.98s.
 Advancement : 51.1 % done in 1243.22s.
 Advancement : 51.1 % done in 1243.37s.
 Advancement : 51.1 % done in 1245.13s.
 Advancement : 51.1 % done in 1245.34s.
 Advancement : 51.2 % done in 1246.61s.
 Advancement : 51.2 % done in 1248.48s.
 Advancement : 51.2 % done in 1248.92s.
 Advancement : 51.2 % done in 1249.16s.
 Advancement : 51.2 % done in 1249.65s.
 Advancement : 51.3 % done in 1250.06s.
 Advancement : 51.3 % done in 1250.26s.
 Advancement : 51.3 % done in 1250.37s.
 Advancement : 51.3 % done in 1250.94s.
 Advancement : 51.3 % done in 1251.27s.
 Advancement : 51.4 % done in 1252.16s.
 Advancement : 51.4 % done in 1252.67s.
 Advancement : 51.4 % done in 1252.77s.
 Advancement : 51.4 % done in 1253.18s.
 Advancement : 51.4 % done in 1253.32s.
 Advancement : 51.5 % done in 1253.67s.
 Advancement : 51.5 % done in 1254.17s.
 Advancement : 51.5 % done in 1254.54s.
 Advancement : 51.5 % done in 1255.21s.
 Advancement : 51.5 % done in 1255.63s.
 Advancement : 51.6 % done in 1256.12s.
 Advancement : 51.6 % done in 1256.40s.
 Advancement : 51.6 % done in 1257.05s.
 Advancement : 51.6 % done in 1257.19s.
 Advancement : 51.6 % done in 1257.57s.
 Advancement : 51.7 % done in 1257.98s.
 Advancement : 51.7 % done in 1258.19s.
 Advancement : 51.7 % done in 1258.48s.
 Advancement : 51.7 % done in 1258.82s.
 Advancement : 51.7 % done in 1260.40s.
 Advancement : 51.8 % done in 1260.90s.
 Advancement : 51.8 % done in 1261.80s.
 Advancement : 51.8 % done in 1264.02s.
 Advancement : 51.8 % done in 1264.10s.
 Advancement : 51.8 % done in 1264.93s.
 Advancement : 51.9 % done in 1265.27s.
 Advancement : 51.9 % done in 1265.44s.
 Advancement : 51.9 % done in 1265.68s.
 Advancement : 51.9 % done in 1265.79s.
 Advancement : 51.9 % done in 1266.22s.
 Advancement : 52.0 % done in 1266.74s.
 Advancement : 52.0 % done in 1267.97s.
 Advancement : 52.0 % done in 1268.32s.
 Advancement : 52.0 % done in 1268.47s.
 Advancement : 52.0 % done in 1268.75s.
 Advancement : 52.1 % done in 1268.86s.
 Advancement : 52.1 % done in 1269.75s.
 Advancement : 52.1 % done in 1270.05s.
 Advancement : 52.1 % done in 1270.82s.
 Advancement : 52.1 % done in 1271.10s.
 Advancement : 52.2 % done in 1271.21s.
 Advancement : 52.2 % done in 1271.31s.
 Advancement : 52.2 % done in 1271.40s.
 Advancement : 52.2 % done in 1271.57s.
 Advancement : 52.2 % done in 1271.88s.
 Advancement : 52.3 % done in 1272.25s.
 Advancement : 52.3 % done in 1272.42s.
 Advancement : 52.3 % done in 1272.62s.
 Advancement : 52.3 % done in 1272.69s.
 Advancement : 52.3 % done in 1273.05s.
 Advancement : 52.4 % done in 1273.30s.
 Advancement : 52.4 % done in 1273.92s.
 Advancement : 52.4 % done in 1275.41s.
 Advancement : 52.4 % done in 1276.13s.
 Advancement : 52.4 % done in 1277.00s.
 Advancement : 52.5 % done in 1277.04s.
 Advancement : 52.5 % done in 1277.20s.
 Advancement : 52.5 % done in 1277.34s.
 Advancement : 52.5 % done in 1278.06s.
 Advancement : 52.5 % done in 1278.64s.
 Advancement : 52.6 % done in 1278.72s.
 Advancement : 52.6 % done in 1279.18s.
 Advancement : 52.6 % done in 1279.40s.
 Advancement : 52.6 % done in 1279.65s.
 Advancement : 52.6 % done in 1281.36s.
 Advancement : 52.7 % done in 1281.45s.
 Advancement : 52.7 % done in 1281.58s.
 Advancement : 52.7 % done in 1282.06s.
 Advancement : 52.7 % done in 1282.81s.
 Advancement : 52.7 % done in 1282.97s.
 Advancement : 52.8 % done in 1283.42s.
 Advancement : 52.8 % done in 1283.83s.
 Advancement : 52.8 % done in 1283.94s.
 Advancement : 52.8 % done in 1285.90s.
 Advancement : 52.8 % done in 1286.44s.
 Advancement : 52.9 % done in 1287.30s.
 Advancement : 52.9 % done in 1287.68s.
 Advancement : 52.9 % done in 1288.47s.
 Advancement : 52.9 % done in 1288.79s.
 Advancement : 52.9 % done in 1288.91s.
 Advancement : 53.0 % done in 1289.19s.
 Advancement : 53.0 % done in 1289.36s.
 Advancement : 53.0 % done in 1289.45s.
 Advancement : 53.0 % done in 1289.78s.
 Advancement : 53.0 % done in 1290.33s.
 Advancement : 53.1 % done in 1290.77s.
 Advancement : 53.1 % done in 1291.29s.
 Advancement : 53.1 % done in 1292.16s.
 Advancement : 53.1 % done in 1292.99s.
 Advancement : 53.1 % done in 1293.30s.
 Advancement : 53.2 % done in 1293.41s.
 Advancement : 53.2 % done in 1294.03s.
 Advancement : 53.2 % done in 1295.27s.
 Advancement : 53.2 % done in 1296.64s.
 Advancement : 53.2 % done in 1297.04s.
 Advancement : 53.3 % done in 1297.37s.
 Advancement : 53.3 % done in 1297.42s.
 Advancement : 53.3 % done in 1297.81s.
 Advancement : 53.3 % done in 1298.11s.
 Advancement : 53.3 % done in 1299.05s.
 Advancement : 53.4 % done in 1299.25s.
 Advancement : 53.4 % done in 1299.54s.
 Advancement : 53.4 % done in 1299.82s.
 Advancement : 53.4 % done in 1301.05s.
 Advancement : 53.4 % done in 1302.16s.
 Advancement : 53.5 % done in 1303.05s.
 Advancement : 53.5 % done in 1304.48s.
 Advancement : 53.5 % done in 1305.26s.
 Advancement : 53.5 % done in 1305.43s.
 Advancement : 53.5 % done in 1305.80s.
 Advancement : 53.6 % done in 1305.91s.
 Advancement : 53.6 % done in 1305.97s.
 Advancement : 53.6 % done in 1306.07s.
 Advancement : 53.6 % done in 1306.64s.
 Advancement : 53.6 % done in 1307.07s.
 Advancement : 53.7 % done in 1307.36s.
 Advancement : 53.7 % done in 1307.47s.
 Advancement : 53.7 % done in 1307.73s.
 Advancement : 53.7 % done in 1307.94s.
 Advancement : 53.7 % done in 1310.46s.
 Advancement : 53.8 % done in 1311.41s.
 Advancement : 53.8 % done in 1311.89s.
 Advancement : 53.8 % done in 1312.57s.
 Advancement : 53.8 % done in 1313.00s.
 Advancement : 53.8 % done in 1313.17s.
 Advancement : 53.9 % done in 1313.72s.
 Advancement : 53.9 % done in 1314.09s.
 Advancement : 53.9 % done in 1314.29s.
 Advancement : 53.9 % done in 1314.45s.
 Advancement : 53.9 % done in 1315.31s.
 Advancement : 54.0 % done in 1316.35s.
 Advancement : 54.0 % done in 1316.52s.
 Advancement : 54.0 % done in 1316.68s.
 Advancement : 54.0 % dodone in 1350.15s.Advancement : 54.0 % done in 1317.49s.
 Advancement : 54.1 % done in 1317.61s.
 Advancement : 54.1 % done in 1318.20s.
 Advancement : 54.1 % done in 1318.97s.
 Advancement : 54.1 % done in 1319.09s.
 Advancement : 54.1 % done in 1319.78s.
 Advancement : 54.2 % done in 1320.17s.
 Advancement : 54.2 % done in 1320.29s.
 Advancement : 54.2 % done in 1320.49s.
 Advancement : 54.2 % done in 1320.95s.
 Advancement : 54.2 % done in 1321.48s.
 Advancement : 54.3 % done in 1322.20s.
 Advancement : 54.3 % done in 1322.61s.
 Advancement : 54.3 % done in 1322.89s.
 Advancement : 54.3 % done in 1323.04s.
 Advancement : 54.3 % done in 1324.17s.
 Advancement : 54.4 % done in 1324.37s.
 Advancement : 54.4 % done in 1325.44s.
 Advancement : 54.4 % done in 1325.67s.
 Advancement : 54.4 % done in 1325.94s.
 Advancement : 54.4 % done in 1326.06s.
 Advancement : 54.5 % done in 1326.78s.
 Advancement : 54.5 % done in 1327.12s.
 Advancement : 54.5 % done in 1328.80s.
 Advancement : 54.5 % done in 1329.08s.
 Advancement : 54.5 % done in 1329.50s.
 Advancement : 54.6 % done in 1330.13s.
 Advancement : 54.6 % done in 1330.83s.
 Advancement : 54.6 % done in 1330.99s.
 Advancement : 54.6 % done in 1332.12s.
 Advancement : 54.6 % done in 1332.27s.
 Advancement : 54.7 % done in 1332.45s.
 Advancement : 54.7 % done in 1332.56s.
 Advancement : 54.7 % done in 1332.78s.
 Advancement : 54.7 % done in 1332.99s.
 Advancement : 54.7 % done in 1333.21s.
 Advancement : 54.8 % done in 1333.42s.
 Advancement : 54.8 % done in 1333.67s.
 Advancement : 54.8 % done in 1334.86s.
 Advancement : 54.8 % done in 1335.47s.
 Advancement : 54.8 % done in 1335.80s.
 Advancement : 54.9 % done in 1336.61s.
 Advancement : 54.9 % done in 1337.60s.
 Advancement : 54.9 % done in 1338.02s.
 Advancement : 54.9 % done in 1338.70s.
 Advancement : 54.9 % done in 1338.92s.
 Advancement : 55.0 % done in 1338.99s.
 Advancement : 55.0 % done in 1339.40s.
 Advancement : 55.0 % done in 1340.01s.
 Advancement : 55.0 % done in 1340.06s.
 Advancement : 55.0 % done in 1340.62s.
 Advancement : 55.1 % done in 1340.71s.
 Advancement : 55.1 % done in 1340.88s.
 Advancement : 55.1 % done in 1341.22s.
 Advancement : 55.1 % done in 1341.79s.
 Advancement : 55.1 % done in 1342.96s.
 Advancement : 55.2 % done in 1343.68s.
 Advancement : 55.2 % done in 1343.91s.
 Advancement : 55.2 % done in 1344.66s.
 Advancement : 55.2 % done in 1344.84s.
 Advancement : 55.2 % done in 1344.95s.
 Advancement : 55.3 % done in 1345.09s.
 Advancement : 55.3 % done in 1345.17s.
 Advancement : 55.3 % done in 1346.35s.
 Advancement : 55.3 % done in 1346.47s.
 Advancement : 55.3 % done in 1346.88s.
 Advancement : 55.4 % done in 1347.09s.
 Advancement : 55.4 % done in 1347.46s.
 Advancement : 55.4 % done in 1347.98s.
 Advancement : 55.4 % done in 1348.46s.
 Advancement : 55.4 % done in 1348.84s.
 Advancement : 55.5 % done in 1349.10s.
 Advancement : 55.5 % done in 1349.40s.
 Advancement : 55.5 % done in 1350.24s.
 Advancement : 55.5 % done in 1350.50s.
 Advancement : 55.5 % done in 1350.68s.
 Advancement : 55.6 % done in 1351.65s.
 Advancement : 55.6 % done in 1351.80s.
 Advancement : 55.6 % done in 1352.47s.
 Advancement : 55.6 % done in 1352.58s.
 Advancement : 55.6 % done in 1352.68s.
 Advancement : 55.7 % done in 1353.32s.
 Advancement : 55.7 % done in 1354.03s.
 Advancement : 55.7 % done in 1354.82s.
 Advancement : 55.7 % done in 1355.08s.
 Advancement : 55.7 % done in 1355.63s.
 Advancement : 55.8 % done in 1355.69s.
 Advancement : 55.8 % done in 1356.24s.
 Advancement : 55.8 % done in 1357.55s.
 Advancement : 55.8 % done in 1357.80s.
 Advancement : 55.8 % done in 1358.32s.
 Advancement : 55.9 % done in 1358.40s.
 Advancement : 55.9 % done in 1359.85s.
 Advancement : 55.9 % done in 1360.72s.
 Advancement : 55.9 % done in 1361.16s.
 Advancement : 55.9 % done in 1361.30s.
 Advancement : 56.0 % done in 1361.44s.
 Advancement : 56.0 % done in 1361.63s.
 Advancement : 56.0 % done in 1362.84s.
 Advancement : 56.0 % done in 1363.36s.
 Advancement : 56.0 % done in 1363.64s.
 Advancement : 56.1 % done in 1364.03s.
 Advancement : 56.1 % done in 1364.45s.
 Advancement : 56.1 % done in 1364.80s.
 Advancement : 56.1 % done in 1365.24s.
 Advancement : 56.1 % done in 1365.67s.
 Advancement : 56.2 % done in 1366.37s.
 Advancement : 56.2 % done in 1366.95s.
 Advancement : 56.2 % done in 1367.38s.
 Advancement : 56.2 % done in 1368.04s.
 Advancement : 56.2 % done in 1368.18s.
 Advancement : 56.3 % done in 1368.26s.
 Advancement : 56.3 % done in 1368.64s.
 Advancement : 56.3 % done in 1369.33s.
 Advancement : 56.3 % done in 1369.50s.
 Advancement : 56.3 % done in 1369.81s.
 Advancement : 56.4 % done in 1370.00s.
 Advancement : 56.4 % done in 1370.20s.
 Advancement : 56.4 % done in 1370.45s.
 Advancement : 56.4 % done in 1370.53s.
 Advancement : 56.4 % done in 1370.65s.
 Advancement : 56.5 % done in 1370.71s.
 Advancement : 56.5 % done in 1372.66s.
 Advancement : 56.5 % done in 1373.20s.
 Advancement : 56.5 % done in 1373.83s.
 Advancement : 56.5 % done in 1374.58s.
 Advancement : 56.6 % done in 1374.92s.
 Advancement : 56.6 % done in 1374.97s.
 Advancement : 56.6 % done in 1375.41s.
 Advancement : 56.6 % done in 1376.25s.
 Advancement : 56.6 % done in 1376.98s.
 Advancement : 56.7 % done in 1377.50s.
 Advancement : 56.7 % done in 1377.61s.
 Advancement : 56.7 % done in 1377.98s.
 Advancement : 56.7 % done in 1378.33s.
 Advancement : 56.7 % done in 1378.66s.
 Advancement : 56.8 % done in 1378.72s.
 Advancement : 56.8 % done in 1379.02s.
 Advancement : 56.8 % done in 1379.67s.
 Advancement : 56.8 % done in 1380.00s.
 Advancement : 56.8 % done in 1380.27s.
 Advancement : 56.9 % done in 1380.90s.
 Advancement : 56.9 % done in 1381.44s.
 Advancement : 56.9 % done in 1381.54s.
 Advancement : 56.9 % done in 1381.83s.
 Advancement : 56.9 % done in 1382.13s.
 Advancement : 57.0 % done in 1382.81s.
 Advancement : 57.0 % done in 1383.41s.
 Advancement : 57.0 % done in 1383.89s.
 Advancement : 57.0 % done in 1384.95s.
 Advancement : 57.0 % done in 1385.49s.
 Advancement : 57.1 % done in 1385.99s.
 Advancement : 57.1 % done in 1386.40s.
 Advancement : 57.1 % done in 1386.61s.
 Advancement : 57.1 % done in 1388.01s.
 Advancement : 57.1 % done in 1388.26s.
 Advancement : 57.2 % done in 1389.51s.
 Advancement : 57.2 % done in 1389.79s.
 Advancement : 57.2 % done in 1390.45s.
 Advancement : 57.2 % done in 1392.42s.
 Advancement : 57.2 % done in 1393.24s.
 Advancement : 57.3 % done in 1393.73s.
